,AD,Full-flowering date (DOY),Full-flowering date,Source code,Data type code,Reference Name,trendline_degree1,trendline_degree2,trendline_degree3,trendline_degree4
578,1379,103,413,3,1,GUKANKI,104.71596871402346,106.0380497211064,105.3008219948862,104.13693843143284
579,1380,102,411,7,8,EST-from-WF(ZOKU-SHIGUSHO),104.71445514511801,106.03998335997613,105.30891253256348,104.137360094087
580,1381,108,418,3,2,EITOKU-GANNEN-GYOKO-SHIIKA,104.71294157621256,106.04188582761743,105.31699081270824,104.13785324287693
581,1382,105,415,3,2,KUGE-NICHIYO-KUFU-RYAKUSHU,104.7114280073071,106.0437571240303,105.32505662049702,104.13841795401999
582,1383,102,412,3,1,KUGE-NICHIYO-KUFU-RYAKUSHU,104.70991443840164,106.04559724921472,105.33310974110626,104.13905429980167
583,1384,98,407,3,2,KUGE-NICHIYO-KUFU-RYAKUSHU,104.70840086949619,106.04740620317071,105.34114995971235,104.13976234857108
584,1385,99,409,3,2,ATOKAGAMI,104.70688730059074,106.04918398589825,105.34917706149184,104.14054216474557
585,1386,105,415,3,2,ATOKAGAMI,104.70537373168528,106.05093059739737,105.3571908316212,104.14139380880698
586,1387,100,410,3,2,SANEFUYU-KOKI,104.70386016277982,106.05264603766804,105.36519105527684,104.14231733730395
587,1388,99,408,3,1,KANENOBU-KOKI,104.70234659387437,106.05433030671027,105.37317751763521,104.14331280285188
597,1398,106,416,4,2,GEIYOKI,104.68721090481982,106.06945857956858,105.4522380086936,104.1572327586203
600,1401,101,411,3,2,ATOKAGAMI,104.68267019810345,106.07338922247153,105.47565150553754,104.16281690659622
601,1402,103,413,3,2,YOSHIDAKE-HINAMIKI,104.681156629198,106.07463709431565,105.48342275326344,104.16482281241912
602,1403,104,414,4,2,YOSHIDAKE-HINAMIKI,104.67964306029255,106.07585379493132,105.4911770173391,104.16690097244708
605,1406,102,412,3,2,(SHIRYO-SORAN),104.67510235357618,106.07931686940772,105.51433575942909,104.17356885481155
606,1407,101,411,3,2,(SHIRYO-SORAN),104.67358878467073,106.08040888510965,105.5220199406683,104.17593588904259
607,1408,111,420,3,2,ZOKU-HONCHOTSUKAN,104.67207521576528,106.08146972958313,105.52968606413963,104.17837508650172
608,1409,86,327,4,2,(DAINIHON-SHIRYO),104.67056164685981,106.08249940282818,105.53733391501937,104.18088641719072
609,1410,102,412,4,2,NORITOKI-KYOKI,104.66904807795436,106.08349790484479,105.54496327848418,104.18346984717988
611,1412,93,402,4,2,(DAINIHON-SHIRYO),104.66602094014345,106.08540139519272,105.56016568387459,104.18885284966501
612,1413,91,401,4,2,ATOKAGAMI,104.66450737123799,106.086306383524,105.56773829615311,104.19165233462905
614,1415,105,415,4,2,(DAINIHON-SHIRYO),104.66148023342708,106.0880228465013,105.58282526575913,104.19746702366882
615,1416,101,410,3,1,KANMON-GYOKI(FUSHIMI),104.65996666452163,106.08883432114729,105.59033919343958,104.20048211660952
616,1417,109,419,4,2,(DAINIHON-SHIRYO),104.65845309561618,106.08961462456483,105.59783312994028,104.20356896118443
617,1418,98,408,3,2,KANMON-GYOKI,104.65693952671072,106.09036375675394,105.60530686043768,104.20672749199201
618,1419,100,410,3,2,KANMON-GYOKI(FUSHIMI),104.65542595780526,106.09108171771462,105.61276017010822,104.2099576396958
619,1420,112,421,3,2,KANMON-GYOKI(FUSHIMI),104.65391238889981,106.09176850744686,105.62019284412841,104.21325933102611
620,1421,99,409,3,1,KANMON-GYOKI(FUSHIMI),104.65239881999436,106.09242412595066,105.62760466767473,104.216632488779
621,1422,109,419,1,2,YASUTOMIKI,104.6508852510889,106.09304857322603,105.63499542592355,104.22007703181697
622,1423,96,406,3,1,KANMON-GYOKI(FUSHIMI),104.64937168218344,106.09364184927296,105.6423649040514,104.22359287506862
623,1424,103,412,3,2,KANMON-GYOKI(FUSHIMI),104.64785811327799,106.09420395409144,105.64971288723478,104.2271799295284
624,1425,98,408,3,1,KANMON-GYOKI(FUSHIMI),104.64634454437254,106.0947348876815,105.65703916065009,104.23083810225654
625,1426,99,409,1,2,MANZAIJUNGO-NIKKI(DAIGO),104.64483097546707,106.09523465004311,105.66434350947381,104.23456729638059
626,1427,102,412,4,1,MANZAIJUNGO-NIKKI(DAIGO),104.64331740656162,106.0957032411763,105.67162571888242,104.23836741109352
628,1429,98,408,3,1,MANZAIJUNGO-NIKKI(DAIGO),104.64029026875072,106.09654690975734,105.68612286016014,104.24617997938623
629,1430,108,418,1,2,MANZAIJUNGO-NIKKI(DAIGO),104.63877669984525,106.09692198720519,105.69333736238218,104.25019221168242
630,1431,102,412,3,2,MANZAIJUNGO-NIKKI(DAIGO),104.6372631309398,106.09726589342462,105.70052886589495,104.25427492199998
631,1432,104,413,1,2,MANZAIJUNGO-NIKKI(DAIGO),104.63574956203435,106.09757862841562,105.70769715587494,104.25842798986213
632,1433,98,408,3,2,MANZAIJUNGO-NIKKI(DAIGO),104.6342359931289,106.09786019217816,105.71484201749858,104.26265129085806
633,1434,113,423,3,1,MANZAIJUNGO-NIKKI(DAIGO),104.63272242422345,106.09811058471229,105.72196323594237,104.26694469664386
634,1435,95,405,3,1,KANMON-GYOKI(FUSHIMI),104.63120885531798,106.09832980601796,105.72906059638275,104.27130807494092
635,1436,101,410,3,2,KANMON-GYOKI(FUSHIMI),104.62969528641253,106.0985178560952,105.73613388399617,104.27574128953773
636,1437,103,413,3,1,KANMON-GYOKI,104.62818171750708,106.098674734944,105.7431828839592,104.28024420028743
637,1438,99,409,3,2,INRYOGEN-NICHIROKU,104.62666814860162,106.09880044256437,105.75020738144818,104.28481666311046
638,1439,101,411,3,2,INRYOGEN-NICHIROKU,104.62515457969616,106.0988949789563,105.75720716163957,104.28945852999249
639,1440,98,407,4,2,MOROSATOKI,104.6236410107907,106.09895834411978,105.7641820097099,104.29416964898684
640,1441,105,415,3,2,INRYOGEN-NICHIROKU,104.62212744188525,106.09899053805484,105.77113171083565,104.29894986421101
642,1443,107,417,1,2,KANMON-GYOKI,104.61910030407434,106.09896141223963,105.78495481295913,104.30871694015394
643,1444,109,418,3,2,YASUTOMIKI,104.61758673516889,106.09890009248937,105.79182778430975,104.31370346944044
645,1446,108,418,3,2,GYOUKO-HOIN-NIKKI,104.61455959735798,106.09868393930354,105.80549549347127,104.32388165255514
646,1447,111,421,3,4,SOKONSHU,104.61304602845252,106.09852910586797,105.8122898016351,104.32907295134788
647,1448,96,405,3,2,YASUTOMIKI,104.61153245954706,106.09834310120397,105.81905745908949,104.33433214505084
648,1449,95,405,3,2,ZOKU-HONCHOTSUKAN,104.61001889064161,106.0981259253115,105.82579825101102,104.33965904631015
649,1450,100,410,2,1,YASUTOMIKI,104.60850532173616,106.09787757819063,105.83251196257613,104.34505346384043
650,1451,103,413,2,1,YASUTOMIKI,104.60699175283071,106.09759805984132,105.83919837896126,104.35051520241979
651,1452,92,401,1,2,ZOKU-SHIGUSHO,104.60547818392524,106.09728737026356,105.84585728534286,104.35604406289514
652,1453,107,417,3,4,SOKONSHU,104.60396461501979,106.09694550945736,105.85248846689741,104.36163984217677
653,1454,105,415,3,4,SOKONSHU,104.60245104611434,106.09657247742273,105.85909170880144,104.36730233324357
654,1455,96,406,3,1,GAUN-NIKKENROKU-BATSUYU,104.60093747720889,106.09616827415965,105.86566679623134,104.3730313251387
655,1456,106,415,1,2,MOROSATOKI,104.59942390830342,106.09573289966815,105.87221351436354,104.37882660297288
656,1457,105,415,1,2,ZOKU-HONCHOTSUKAN,104.59791033939797,106.0952663539482,105.87873164837458,104.38468794792192
657,1458,112,422,1,2,INRYOGEN-NICHIROKU,104.59639677049252,106.09476863699982,105.88522098344096,104.3906151372268
658,1459,113,423,1,2,INRYOGEN-NICHIROKU,104.59488320158707,106.09423974882299,105.89168130473904,104.39660794419734
659,1460,111,420,1,2,INRYOGEN-NICHIROKU,104.5933696326816,106.09367968941774,105.8981123974453,104.4026661382074
660,1461,106,416,3,2,INRYOGEN-NICHIROKU,104.59185606377615,106.09308845878405,105.90451404673625,104.4087894846977
661,1462,106,416,1,2,INRYOGEN-NICHIROKU,104.5903424948707,106.09246605692192,105.91088603778834,104.41497774517433
662,1463,101,411,3,2,INRYOGEN-NICHIROKU,104.58882892596525,106.09181248383135,105.91722815577809,104.42123067721019
663,1464,104,413,1,2,INRYOGEN-NICHIROKU,104.5873153570598,106.09112773951233,105.92354018588186,104.42754803444478
664,1465,98,408,1,2,INRYOGEN-NICHIROKU,104.58580178815433,106.0904118239649,105.92982191327617,104.43392956658244
665,1466,105,415,1,2,INRYOGEN-NICHIROKU,104.58428821924888,106.08966473718901,105.93607312313748,104.4403750193938
666,1467,101,411,7,8,EST-from-WF(GOHOKOINKI),104.58277465034342,106.08888647918468,105.94229360064226,104.44688413471698
667,1468,101,410,1,1,HEKIZAN-NICHIROKU,104.58126108143797,106.08807704995193,105.94848313096695,104.4534566504546
671,1472,114,423,3,2,CHIKANAGA-KYOKI,104.57520680581615,106.08452762073654,105.97292748399425,104.48037533792927
673,1474,98,408,3,4,ENROKUCHOKASHU,104.57217966800523,106.0825658787582,105.98495839201553,104.49420798049738
675,1476,100,409,3,2,SANETAKA-KOKI,104.56915253019433,106.08047945186613,105.99685949625756,104.50828644148493
676,1477,110,420,3,1,OYUDONONO-UENO-NIKKI,104.56763896128888,106.07938948157744,106.0027608349025,104.51541711750752
677,1478,115,425,3,1,SANETAKA-KOKI,104.56612539238341,106.0782683400603,106.00862907813199,104.52260835661292
678,1479,110,420,3,2,SANETAKA-KOKI,104.56461182347796,106.07711602731473,106.0144640111225,104.52985985343201
679,1480,104,413,4,3,OYUDONONO-UENO-NIKKI [EDA],104.56309825457251,106.07593254334074,106.02026541905053,104.53717129866044
680,1481,106,416,1,2,SANETAKA-KOKI,104.56158468566706,106.07471788813828,106.02603308709256,104.54454237906208
681,1482,108,418,3,1,OYUDONONO-UENO-NIKKI,104.56007111676159,106.0734720617074,106.03176680042499,104.55197277746487
682,1483,101,411,3,2,OYUDONONO-UENO-NIKKI,104.55855754785614,106.07219506404809,106.0374663442243,104.55946217276329
683,1484,97,406,1,2,OYUDONONO-UENO-NIKKI,104.55704397895069,106.07088689516033,106.04313150366698,104.56701023991894
684,1485,94,404,1,1,OYUDONONO-UENO-NIKKI,104.55553041004524,106.06954755504415,106.04876206392949,104.57461664995873
685,1486,99,409,1,1,OYUDONONO-UENO-NIKKI,104.55401684113977,106.0681770436995,106.05435781018829,104.5822810699762
686,1487,93,403,1,1,SANETAKA-KOKI,104.55250327223432,106.06677536112645,106.05991852761979,104.59000316312955
687,1488,103,412,3,1,OYUDONONO-UENO-NIKKI,104.55098970332887,106.06534250732494,106.06544400140056,104.59778258864566
688,1489,100,410,3,2,(SHIRYO-SHORAN),104.54947613442341,106.063878482295,106.07093401670701,104.60561900181466
689,1490,97,407,3,1,INRYOGEN-NICHIROKU,104.54796256551796,106.0623832860366,106.07638835871559,104.61351205399484
690,1491,107,417,3,2,SANETAKA-KOKI,104.5464489966125,106.0608569185498,106.08180681260279,104.6214613926092
691,1492,108,417,3,2,OYUDONONO-UENO-NIKKI,104.54493542770705,106.05929937983454,106.08718916354505,104.62946666114891
692,1493,100,410,3,2,OYUDONONO-UENO-NIKKI,104.5434218588016,106.05771066989085,106.09253519671887,104.63752749916893
693,1494,106,416,3,2,OYUDONONO-UENO-NIKKI,104.54190828989614,106.05609078871873,106.09784469730069,104.64564354229077
694,1495,94,404,1,2,OYUDONONO-UENO-NIKKI,104.54039472099068,106.05443973631816,106.10311745046694,104.65381442220365
695,1496,97,406,3,2,OYUDONONO-UENO-NIKKI,104.53888115208522,106.05275751268915,106.10835324139411,104.66203976666151
696,1497,108,418,3,2,CHIKANAGA-KYOKI,104.53736758317977,106.05104411783171,106.11355185525875,104.67031919948425
697,1498,97,407,1,2,OYUDONONO-UENO-NIKKI,104.53585401427432,106.04929955174583,106.11871307723723,104.67865234055893
698,1499,111,421,1,2,OYUDONONO-UENO-NIKKI,104.53434044536885,106.04752381443151,106.12383669250598,104.68703880583718
699,1500,97,407,1,2,OYUDONONO-UENO-NIKKI,104.5328268764634,106.04571690588877,106.12892248624158,104.69547820733834
700,1501,103,413,1,2,SANETAKA-KOKI,104.53131330755795,106.04387882611758,106.13397024362041,104.70397015314717
701,1502,115,425,3,1,NOBUTANE-KYOKI,104.5297997386525,106.04200957511794,106.13897974981899,104.71251424741496
702,1503,108,418,3,2,SANETAKA-KOKI,104.52828616974703,106.04010915288987,106.14395079001369,104.72111009035729
703,1504,114,423,3,1,SANETAKA-KOKI,104.52677260084158,106.03817755943336,106.14888314938106,104.72975727825809
704,1505,106,416,1,2,NISUIKI,104.52525903193613,106.03621479474843,106.15377661309758,104.73845540346707
705,1506,106,416,1,1,MOTONAGA-KYOKI,104.52374546303068,106.03422085883506,106.15863096633966,104.74720405439888
706,1507,108,418,1,2,MOTONAGA-KYOKI,104.52223189412523,106.03219575169324,106.16344599428375,104.75600281553506
707,1508,111,420,1,2,SANETAKA-KOKI,104.52071832521976,106.03013947332298,106.16822148210638,104.76485126742244
708,1509,102,412,1,2,SANETAKA-KOKI,104.51920475631431,106.02805202372429,106.17295721498395,104.77374898667603
709,1510,110,420,1,2,SANETAKA-KOKI,104.51769118740886,106.02593340289717,106.177652978093,104.7826955459754
710,1511,111,421,1,2,SANETAKA-KOKI,104.5161776185034,106.0237836108416,106.18230855660991,104.79169051406478
711,1512,109,418,1,2,SANETAKA-KOKI,104.51466404959794,106.02160264755759,106.18692373571118,104.80073345575664
712,1513,110,420,1,2,SANETAKA-KOKI,104.51315048069249,106.01939051304515,106.19149830057329,104.80982393193102
713,1514,105,415,2,2,MORIMITSU-KOKI,104.51163691178704,106.01714720730428,106.19603203637267,104.81896149952996
714,1515,111,421,3,2,SAISHOSO,104.51012334288158,106.01487273033496,106.2005247282859,104.82814571156331
715,1516,104,413,3,2,SAISHOSO,104.50860977397612,106.01256708213722,106.20497616148923,104.83737611710916
716,1517,106,416,1,2,NISUIKI,104.50709620507067,106.01023026271102,106.20938612115931,104.84665226130932
717,1518,115,425,1,1,NISUIKI,104.50558263616522,106.0078622720564,106.21375439247254,104.85597368537248
718,1519,111,421,1,2,NISUIKI,104.50406906725976,106.00546311017334,106.21808076060539,104.86533992657229
719,1520,105,414,1,2,NISUIKI,104.5025554983543,106.00303277706183,106.22236501073432,104.87475051825089
720,1521,107,417,1,1,NISUIKI,104.50104192944885,106.00057127272188,106.22660692803572,104.88420498981458
721,1522,103,413,1,2,NISUIKI,104.4995283605434,105.99807859715352,106.23080629768624,104.89370286673687
722,1523,109,419,3,2,SANETAKA-KOKI,104.49801479163794,105.9955547503567,106.23496290486219,104.90324367055524
723,1524,109,418,1,1,SANETAKA-KOKI,104.49650122273249,105.99299973233144,106.23907653474004,104.91282691887653
724,1525,104,414,1,2,NISUIKI,104.49498765382702,105.99041354307775,106.24314697249632,104.92245212537222
725,1526,113,423,7,2,NISUIKI,104.49347408492157,105.98779618259564,106.24717400330749,104.9321187997785
726,1527,105,415,1,2,NISUIKI,104.49196051601612,105.98514765088507,106.25115741234998,104.94182644789936
727,1528,106,415,1,2,NISUIKI,104.49044694711067,105.98246794794608,106.25509698480025,104.95157457160491
728,1529,107,417,1,2,SANETAKA-KOKI,104.4889333782052,105.97975707377863,106.25899250583475,104.96136266882985
729,1530,107,417,1,2,NISUIKI,104.48741980929975,105.97701502838275,106.26284376063,104.97119023357806
730,1531,103,413,1,2,NISUIKI,104.4859062403943,105.97424181175845,106.26665053436248,104.98105675591495
731,1532,108,417,1,2,SANETAKA-KOKI,104.48439267148885,105.97143742390568,106.27041261220859,104.9909617219759
732,1533,111,421,3,3,OYUDONONO-UENO-NIKKI [EDA],104.48287910258338,105.9686018648245,106.27412977934479,105.0009046139607
733,1534,108,418,3,4,GONARAIN-GYOSEI-BASSHO,104.48136553367793,105.96573513451489,106.27780182094756,105.01088491013667
734,1535,95,405,3,1,GONARAIN-SHINNKI,104.47985196477248,105.96283723297681,106.28142852219345,105.0209020848352
735,1536,108,417,4,3,OYUDONONO-UENO-NIKKI [EDA],104.47833839586703,105.95990816021032,106.28500966825882,105.03095560845458
736,1537,108,418,4,3,OYUDONONO-UENO-NIKKI [EDA],104.47682482696158,105.95694791621537,106.28854504432016,105.04104494745997
737,1538,112,422,3,2,NINAGAWA-CHIKATOSHI-NIKKI,104.47531125805611,105.953956500992,106.29203443555392,105.05116956438184
738,1539,120,430,4,3,OYUDONONO-UENO-NIKKI [EDA],104.47379768915066,105.95093391454019,106.2954776271366,105.06132891781687
739,1540,122,501,3,3,OYUDONONO-UENO-NIKKI [EDA],104.4722841202452,105.94788015685994,106.29887440424469,105.07152246242805
740,1541,109,419,3,3,OYUDONONO-UENO-NIKKI [EDA],104.47077055133975,105.94479522795125,106.30222455205454,105.08174964894494
741,1542,102,412,3,1,TOKITSUGU-KYOKI,104.46925698243429,105.94167912781413,106.30552785574272,105.09200992416226
742,1543,119,429,3,3,OYUDONONO-UENO-NIKKI [EDA],104.46774341352884,105.93853185644856,106.30878410048568,105.10230273094083
743,1544,107,416,2,2,TOKITSUGU-KYOKI,104.46622984462338,105.93535341385456,106.31199307145987,105.11262750820828
744,1545,97,407,4,3,OYUDONONO-UENO-NIKKI [EDA],104.46471627571793,105.93214380003212,106.31515455384171,105.12298369095828
745,1546,112,422,3,2,TOKITSUGU-KYOKI,104.46320270681247,105.92890301498124,106.31826833280775,105.13337071025006
746,1547,104,414,4,3,OYUDONONO-UENO-NIKKI [EDA],104.46168913790702,105.92563105870194,106.32133419353434,105.14378799320986
747,1548,118,427,3,2,TOKITSUGU-KYOKI,104.46017556900156,105.92232793119419,106.32435192119807,105.15423496302816
748,1549,117,427,4,3,(SHIRYO-SORAN),104.45866200009611,105.918993632458,106.3273213009754,105.16471103896441
749,1550,111,421,3,2,TOKITSUGU-KYOKI,104.45714843119066,105.91562816249338,106.33024211804268,105.17521563634176
750,1551,109,419,4,3,OYUDONONO-UENO-NIKKI [EDA],104.4556348622852,105.91223152130031,106.33311415757645,105.18574816655081
751,1552,104,413,3,2,TOKITSUGU-KYOKI,104.45412129337974,105.90880370887882,106.33593720475315,105.19630803704632
752,1553,119,429,4,3,OYUDONONO-UENO-NIKKI [EDA],104.45260772447429,105.90534472522887,106.33871104474927,105.20689465135143
754,1555,101,411,3,2,OYUDONONO-UENO-NIKKI,104.44958058666337,105.8983332442437,106.34411024390562,105.2281457058121
755,1556,120,429,4,3,OYUDONONO-UENO-NIKKI [EDA],104.44806701775792,105.89478074690845,106.34673517341875,105.23880893334189
756,1557,93,403,3,2,TOKITSUGU-KYOKI,104.44655344885247,105.89119707834476,106.34931003645717,105.24949647943123
757,1558,111,421,4,3,OYUDONONO-UENO-NIKKI [EDA],104.44503987994702,105.88758223855262,106.35183461819727,105.2602077279343
758,1559,96,406,3,2,OYUDONONO-UENO-NIKKI,104.44352631104155,105.88393622753208,106.35430870381558,105.2709420587683
759,1560,100,409,2,2,DAINIHON-SHIRYO,104.4420127421361,105.88025904528308,106.35673207848858,105.28169884791959
760,1561,102,412,3,2,OYUDONONO-UENO-NIKKI,104.44049917323065,105.87655069180565,106.35910452739267,105.29247746743766
761,1562,99,409,3,2,OYUDONONO-UENO-NIKKI [EDA],104.4389856043252,105.87281116709977,106.3614258357044,105.3032772854421
762,1563,99,409,4,2,(SHIRYO-SORAN),104.43747203541973,105.86904047116546,106.36369578860014,105.3140976661146
763,1564,109,418,3,2,OYUDONONO-UENO-NIKKI,104.43595846651428,105.86523860400271,106.36591417125639,105.32493796970522
764,1565,114,424,2,2,(SHIRYO-SORAN),104.43444489760883,105.86140556561153,106.36808076884965,105.33579755252964
765,1566,97,407,2,2,(SHIRYO-SORAN),104.43293132870338,105.8575413559919,106.37019536655633,105.34667576696864
766,1567,108,418,3,2,OYUDONONO-UENO-NIKKI,104.43141775979792,105.85364597514385,106.37225774955296,105.35757196147159
767,1568,106,415,3,2,ATOKAGAMI,104.42990419089246,105.84971942306734,106.37426770301589,105.36848548055019
769,1570,112,422,3,1,TOKITSUGU-KYOKI,104.42687705308155,105.84177280522903,106.37812946204686,105.39036185082551
770,1571,108,418,4,3,OYUDONONO-UENO-NIKKI [EDA],104.4253634841761,105.83775273946722,106.37998083796774,105.40132337138067
771,1572,107,416,4,3,OYUDONONO-UENO-NIKKI [EDA],104.42384991527064,105.83370150247697,106.38177892506087,105.41229955522823
773,1574,98,408,7,8,EST-from-WF(MASAATSUKYO-EISO),104.42082277745973,105.82550551481117,106.38521437346968,105.43429320824822
775,1576,109,418,3,3,OYUDONONO-UENO-NIKKI [EDA],104.41779563964882,105.81718484223163,106.38843408868499,105.45633736143503
776,1577,100,410,3,1,SHINCHO-KOKI,104.41628207074336,105.81297774909919,106.38996250928625,105.46737665573886
778,1579,102,412,2,2,DAINIHON-SHIRYO,104.41325493293246,105.804470049149,106.3928554023583,105.48948620564244
779,1580,97,406,2,2,DAINIHON-SHIRYO,104.411741364027,105.80016944233125,106.394219445182,105.50055505979077
780,1581,105,415,4,3,OYUDONONO-UENO-NIKKI [EDA],104.41022779512154,105.79583766428507,106.3955282657661,105.51163235921166
782,1583,108,418,3,1,OYUDONONO-UENO-NIKKI,104.40720065731064,105.78708059450739,106.39797938092148,105.53380944769748
783,1584,106,415,3,2,SHUNKYUKI(DAIGO),104.40568708840519,105.7826553027759,106.39912124584563,105.54490780383873
784,1585,105,415,1,2,UNONOMONDOKI,104.40417351949972,105.77819883981596,106.40020702923601,105.55601173940698
785,1586,106,416,3,2,OYUDONONO-UENO-NIKKI,104.40265995059427,105.77371120562759,106.4012365162692,105.56712052810661
